SYMBOL,COMPANY_NAME_API,NSE_INDUSTRY,SECTOR,INDEX_MEMBERSHIP
BLS,BLS International Services Limited,Tour Travel Related Services,Diversified / Others,"NIFTY500,NIFTYSMALLCAP250"
BLSE,BLS E-Services Limited,IT Enabled Services,Information Technology,
BLUECOAST,Blue Coast Hotels Limited,Hotels & Resorts,Consumer Discretionary,
BLUEDART,Blue Dart Express Limited,Logistics Solution Provider,Industrials,"NIFTY500,NIFTYSMALLCAP250"
BLUEJET,Blue Jet Healthcare Limited,Pharmaceuticals,Healthcare & Pharma,"NIFTY500,NIFTYSMALLCAP250"
BLUESTARCO,Blue Star Limited,Household Appliances,Consumer Discretionary,"NIFTY500,NIFTYMIDCAP150"
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,Gems Jewellery And Watches,Consumer Discretionary,
BLUSPRING,Bluspring Enterprises Limited,Diversified Commercial Services,Diversified / Others,
BMWVENTLTD,BMW Ventures Limited,Trading - Metals,Materials,
BODALCHEM,Bodal Chemicals Limited,Dyes And Pigments,Materials,
BOHRAIND,Bohra Industries Limited,Fertilizers,Materials,
BOMDYEING,Bombay Dyeing & Mfg Company Limited,Other Textile Products,Consumer Discretionary,
BORANA,Borana Weaves Limited,Other Textile Products,Consumer Discretionary,
BOROLTD,Borosil Limited,Houseware,Diversified / Others,
BORORENEW,BOROSIL RENEWABLES LIMITED,Glass - Industrial,Materials,
BOROSCI,Borosil Scientific Limited,Glass - Industrial,Materials,
BOSCHLTD,Bosch Limited,Auto Components & Equipments,Consumer Discretionary,"NIFTY100,NIFTY500"
BPCL,Bharat Petroleum Corporation Limited,Refineries & Marketing,Energy,"NIFTY100,NIFTY500"
BPL,BPL Limited,Consumer Electronics,Consumer Discretionary,
BRIGADE,Brigade Enterprises Limited,Residential Commercial Projects,Real Estate & Construction,"NIFTY500,NIFTYSMALLCAP250"
BRIGHOTEL,Brigade Hotel Ventures Limited,Hotels & Resorts,Consumer Discretionary,
BRITANNIA,Britannia Industries Limited,Packaged Foods,Consumer Staples,"NIFTY100,NIFTY500"
BRNL,Bharat Road Network Limited,Civil Construction,Real Estate & Construction,
BROOKS,Brooks Laboratories Limited,Pharmaceuticals,Healthcare & Pharma,
BSE,BSE Limited,Exchange and Data Platform,Diversified / Others,"NIFTY500,NIFTYMIDCAP150"
BSHSL,Bombay Super Hybrid Seeds Limited,Other Agricultural Products,Diversified / Others,
BSL,BSL Limited,Other Textile Products,Consumer Discretionary,
BSOFT,BIRLASOFT LIMITED,Computers - Software & Consulting,Information Technology,"NIFTY500,NIFTYSMALLCAP250"
BTML,Bodhi Tree Multimedia Limited,Digital Entertainment,Consumer Discretionary,
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,Household Appliances,Consumer Discretionary,
BVCL,Barak Valley Cements Limited,Cement & Cement Products,Materials,
BYKE,The Byke Hospitality Ltd,Hotels & Resorts,Consumer Discretionary,
CALSOFT,California Software Company Limited,Computers - Software & Consulting,Information Technology,
CAMLINFINE,Camlin Fine Sciences Limited,Specialty Chemicals,Materials,
CAMPUS,Campus Activewear Limited,Footwear,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
CAMS,Computer Age Management Services Limited,Depositories Clearing Houses and Other Intermediaries,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
CANBK,Canara Bank,Public Sector Bank,Financials,"NIFTY100,NIFTY500"
CANFINHOME,Can Fin Homes Limited,Housing Finance Company,Financials,"NIFTY500,NIFTYSMALLCAP250"
CANHLIFE,Canara HSBC Life Insurance Company Limited,Life Insurance,Financials,
CANTABIL,Cantabil Retail India Limited,Garments & Apparels,Consumer Discretionary,
CAPACITE,Capacit'e Infraprojects Limited,Civil Construction,Real Estate & Construction,
CAPILLARY,Capillary Technologies India Limited,Software Products,Information Technology,
CAPITALSFB,Capital Small Finance Bank Limited,Other Bank,Financials,
CAPLIPOINT,Caplin Point Laboratories Limited,Pharmaceuticals,Healthcare & Pharma,"NIFTY500,NIFTYSMALLCAP250"
CAPTRUST,Capital Trust Limited,Non Banking Financial Company (NBFC),Financials,
CARBORUNIV,Carborundum Universal Limited,Abrasives & Bearings,Diversified / Others,"NIFTY500,NIFTYSMALLCAP250"
CARERATING,CARE Ratings Limited,Ratings,Diversified / Others,
CARRARO,Carraro India Limited,Auto Components & Equipments,Consumer Discretionary,
CARTRADE,Cartrade Tech Limited,E-Retail/ E-Commerce,Consumer Discretionary,
CARYSIL,CARYSIL LIMITED,Household Appliances,Consumer Discretionary,
CASTROLIND,Castrol India Limited,Lubricants,Diversified / Others,"NIFTY500,NIFTYSMALLCAP250"
CCCL,Consolidated Construction Consortium Limited,Residential Commercial Projects,Real Estate & Construction,
CCHHL,Country Club Hospitality & Holidays Limited,Hotels & Resorts,Consumer Discretionary,
CCL,CCL Products (India) Limited,Tea & Coffee,Consumer Staples,"NIFTY500,NIFTYSMALLCAP250"
CDSL,Central Depository Services (India) Limited,Depositories Clearing Houses and Other Intermediaries,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
CEATLTD,CEAT Limited,Tyres & Rubber Products,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
CEIGALL,Ceigall India Limited,Civil Construction,Real Estate & Construction,
CELEBRITY,Celebrity Fashions Limited,Garments & Apparels,Consumer Discretionary,
CELLO,Cello World Limited,Houseware,Diversified / Others,
CEMPRO,Cemindia Projects Limited,Civil Construction,Real Estate & Construction,
CENTENKA,Century Enka Limited,Other Textile Products,Consumer Discretionary,
CENTEXT,Century Extrusions Limited,Aluminium Copper & Zinc Products,Materials,
CENTRALBK,Central Bank of India,Public Sector Bank,Financials,"NIFTY500,NIFTYSMALLCAP250"
CENTRUM,Centrum Capital Limited,Other Financial Services,Financials,
CENTUM,Centum Electronics Limited,Industrial Products,Industrials,
CENTURYPLY,Century Plyboards (India) Limited,Plywood Boards/ Laminates,Materials,"NIFTY500,NIFTYSMALLCAP250"
CERA,Cera Sanitaryware Limited,Sanitary Ware,Diversified / Others,"NIFTY500,NIFTYSMALLCAP250"
CEREBRAINT,Cerebra Integrated Technologies Limited,Computers Hardware & Equipments,Information Technology,
CESC,CESC Limited,Integrated Power Utilities,Utilities,"NIFTY500,NIFTYSMALLCAP250"
CEWATER,Concord Enviro Systems Limited,Waste Management,Diversified / Others,
CGCL,Capri Global Capital Limited,Non Banking Financial Company (NBFC),Financials,"NIFTY500,NIFTYSMALLCAP250"
CGPOWER,CG Power and Industrial Solutions Limited,Heavy Electrical Equipment,Industrials,"NIFTY100,NIFTY500"
CHALET,Chalet Hotels Limited,Hotels & Resorts,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,Fertilizers,Materials,"NIFTY500,NIFTYSMALLCAP250"
CHEMBOND,Chembond Material Technologies Limited,Specialty Chemicals,Materials,
CHEMBONDCH,Chembond Chemicals Limited,Specialty Chemicals,Materials,
CHEMCON,Chemcon Speciality Chemicals Limited,Specialty Chemicals,Materials,
CHEMFAB,Chemfab Alkalis Limited,Commodity Chemicals,Materials,
CHEMPLASTS,Chemplast Sanmar Limited,Commodity Chemicals,Materials,
CHENNPETRO,Chennai Petroleum Corporation Limited,Refineries & Marketing,Energy,"NIFTY500,NIFTYSMALLCAP250"
CHEVIOT,Cheviot Company Limited,Jute & Jute Products,Diversified / Others,
CHOICEIN,Choice International Limited,Holding Company,Diversified / Others,"NIFTY500,NIFTYSMALLCAP250"
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Non Banking Financial Company (NBFC),Financials,"NIFTY100,NIFTY500"
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,Investment Company,Financials,"NIFTY500,NIFTYSMALLCAP250"
CIEINDIA,CIE Automotive India Limited,Auto Components & Equipments,Consumer Discretionary,
CIFL,Capital India Finance Limited,Non Banking Financial Company (NBFC),Financials,
CIGNITITEC,Cigniti Technologies Limited,IT Enabled Services,Information Technology,
CINELINE,Cineline India Limited,Film Production Distribution & Exhibition,Diversified / Others,
CINEVISTA,Cinevista Limited,Media & Entertainment,Consumer Discretionary,
CIPLA,Cipla Limited,Pharmaceuticals,Healthcare & Pharma,"NIFTY100,NIFTY50,NIFTY500"
CLEAN,Clean Science and Technology Limited,Specialty Chemicals,Materials,"NIFTY500,NIFTYSMALLCAP250"
CLEDUCATE,CL Educate Limited,Education,Diversified / Others,
CLSEL,Chaman Lal Setia Exports Limited,Other Agricultural Products,Diversified / Others,
CMSINFO,CMS Info Systems Limited,Diversified Commercial Services,Diversified / Others,
COALINDIA,Coal India Limited,Coal,Energy,"NIFTY100,NIFTY50,NIFTY500"
COASTCORP,Coastal Corporation Limited,Seafood,Consumer Staples,
COCHINSHIP,Cochin Shipyard Limited,Ship Building & Allied Services,Diversified / Others,"NIFTY500,NIFTYMIDCAP150"
COFFEEDAY,Coffee Day Enterprises Limited,Restaurants,Consumer Discretionary,
COFORGE,Coforge Limited,Computers - Software & Consulting,Information Technology,"NIFTY500,NIFTYMIDCAP150"
COHANCE,Cohance Lifesciences Limited,Pharmaceuticals,Healthcare & Pharma,"NIFTY500,NIFTYSMALLCAP250"
COLPAL,Colgate Palmolive (India) Limited,Personal Care,Consumer Staples,"NIFTY500,NIFTYMIDCAP150"
COMPINFO,Compuage Infocom Limited,Computers Hardware & Equipments,Information Technology,
COMPUSOFT,Compucom Software Limited,Education,Diversified / Others,
COMSYN,Commercial Syn Bags Limited,Packaging,Materials,
CONCOR,Container Corporation of India Limited,Logistics Solution Provider,Industrials,"NIFTY500,NIFTYMIDCAP150"
CONCORDBIO,Concord Biotech Limited,Pharmaceuticals,Healthcare & Pharma,"NIFTY500,NIFTYSMALLCAP250"
CONFIPET,Confidence Petroleum India Limited,LPG/CNG/PNG/LNG Supplier,Energy,
CONSOFINVT,Consolidated Finvest & Holdings Limited,Investment Company,Financials,
CONTROLPR,Control Print Limited,Computers Hardware & Equipments,Information Technology,
CORALFINAC,Coral India Finance & Housing Limited,Diversified Commercial Services,Diversified / Others,
CORDSCABLE,Cords Cable Industries Limited,Cables - Electricals,Industrials,
COROMANDEL,Coromandel International Limited,Fertilizers,Materials,"NIFTY500,NIFTYMIDCAP150"
COSMOFIRST,COSMO FIRST LIMITED,Packaging,Materials,
COUNCODOS,Country Condo's Limited,Residential Commercial Projects,Real Estate & Construction,
CPCAP,CP Capital Limited,Non Banking Financial Company (NBFC),Financials,
CPEDU,Career Point Edutech Limited,Education,Diversified / Others,
CPPLUS,Aditya Infotech Limited,Industrial Products,Industrials,
CRAFTSMAN,Craftsman Automation Limited,Auto Components & Equipments,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
CRAMC,Canara Robeco Asset Management Company Limited,Asset Management Company,Financials,
CREATIVE,,,Diversified / Others,
CREATIVEYE,Creative Eye Limited,Media & Entertainment,Consumer Discretionary,
CREDITACC,CREDITACCESS GRAMEEN LIMITED,Microfinance Institutions,Financials,"NIFTY500,NIFTYSMALLCAP250"
CREST,Crest Ventures Limited,Non Banking Financial Company (NBFC),Financials,
CRISIL,CRISIL Limited,Other Financial Services,Financials,"NIFTY500,NIFTYMIDCAP150"
CRIZAC,Crizac Limited,Internet & Catalogue Retail,Consumer Discretionary,
CROMPTON,Crompton Greaves Consumer Electricals Limited,Household Appliances,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
CROWN,Crown Lifters Limited,Industrial Products,Industrials,
CSBBANK,CSB Bank Limited,Private Sector Bank,Financials,
CSLFINANCE,CSL Finance Limited,Non Banking Financial Company (NBFC),Financials,
CTE,Cambridge Technology Enterprises Limited,Computers - Software & Consulting,Information Technology,
CUB,City Union Bank Limited,Private Sector Bank,Financials,"NIFTY500,NIFTYSMALLCAP250"
CUBEXTUB,Cubex Tubings Limited,Aluminium Copper & Zinc Products,Materials,
CUMMINSIND,Cummins India Limited,Compressors Pumps & Diesel Engines,Industrials,"NIFTY500,NIFTYMIDCAP150"
CUPID,Cupid Limited,Personal Care,Consumer Staples,
CURAA,Cura Technologies Limited,Computers - Software & Consulting,Information Technology,
CYBERMEDIA,Cyber Media (India) Limited,Electronic Media,Consumer Discretionary,
CYBERTECH,Cybertech Systems And Software Limited,Computers - Software & Consulting,Information Technology,
CYIENT,Cyient Limited,IT Enabled Services,Information Technology,"NIFTY500,NIFTYSMALLCAP250"
CYIENTDLM,Cyient DLM Limited,Aerospace & Defense,Industrials,
DABUR,Dabur India Limited,Personal Care,Consumer Staples,"NIFTY500,NIFTYMIDCAP150"
DALBHARAT,Dalmia Bharat Limited,Cement & Cement Products,Materials,"NIFTY500,NIFTYMIDCAP150"
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,Sugar,Consumer Staples,
DAMCAPITAL,Dam Capital Advisors Limited,Stockbroking & Allied,Financials,
DAMODARIND,Damodar Industries Limited,Other Textile Products,Consumer Discretionary,
DANGEE,Dangee Dums Limited,Packaged Foods,Consumer Staples,
DATAMATICS,Datamatics Global Services Limited,IT Enabled Services,Information Technology,
DATAPATTNS,Data Patterns (India) Limited,Aerospace & Defense,Industrials,"NIFTY500,NIFTYSMALLCAP250"
DAVANGERE,Davangere Sugar Company Limited,Diversified FMCG,Diversified / Others,
DBCORP,D.B.Corp Limited,Print Media,Consumer Discretionary,
DBEIL,Deepak Builders & Engineers India Limited,Civil Construction,Real Estate & Construction,
DBL,Dilip Buildcon Limited,Civil Construction,Real Estate & Construction,
DBOL,Dhampur Bio Organics Limited,Sugar,Consumer Staples,
DBREALTY,Valor Estate Limited,Hotels & Resorts,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
DBSTOCKBRO,DB (International) Stock Brokers Limited,Stockbroking & Allied,Financials,
DCAL,Dishman Carbogen Amcis Limited,Pharmaceuticals,Healthcare & Pharma,
DCBBANK,DCB Bank Limited,Private Sector Bank,Financials,
DCI,Dc Infotech And Communication Limited,Computers - Software & Consulting,Information Technology,
DCM,DCM  Limited,IT Enabled Services,Information Technology,
DCMFINSERV,DCM Financial Services Limited,Investment Company,Financials,
DCMNVL,DCM Nouvelle Limited,Other Textile Products,Consumer Discretionary,
DCMSHRIRAM,DCM Shriram Limited,Diversified,Diversified / Others,"NIFTY500,NIFTYSMALLCAP250"
DCMSRIND,DCM Shriram Industries Limited,Sugar,Consumer Staples,
DCW,DCW Limited,Petrochemicals,Materials,
DCXINDIA,DCX Systems Limited,Aerospace & Defense,Industrials,
DDEVPLSTIK,Ddev Plastiks Industries Limited,Specialty Chemicals,Materials,
DECCANCE,Deccan Cements Limited,Cement & Cement Products,Materials,
DEEDEV,DEE Development Engineers Limited,Industrial Products,Industrials,
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,Commodity Chemicals,Materials,"NIFTY500,NIFTYSMALLCAP250"
DEEPAKNTR,Deepak Nitrite Limited,Specialty Chemicals,Materials,"NIFTY500,NIFTYMIDCAP150"
DEEPINDS,Deep Industries Limited,Oil Equipment & Services,Energy,
DELHIVERY,Delhivery Limited,Logistics Solution Provider,Industrials,"NIFTY500,NIFTYSMALLCAP250"
DELPHIFX,DELPHI WORLD MONEY LIMITED,Other Financial Services,Financials,
DELTACORP,Delta Corp Limited,Amusement Parks/ Other Recreation,Consumer Discretionary,
DELTAMAGNT,Delta Manufacturing Limited,Other Industrial Products,Industrials,
DEN,Den Networks Limited,TV Broadcasting & Software Production,Information Technology,
DENORA,De Nora India Limited,Electrodes & Refractories,Industrials,
DENTA,Denta Water and Infra Solutions Limited,Water Supply & Management,Utilities,
DEVIT,Dev Information Technology Limited,IT Enabled Services,Information Technology,
DEVX,Dev Accelerator Limited,Diversified Commercial Services,Diversified / Others,
DEVYANI,Devyani International Limited,Restaurants,Consumer Discretionary,"NIFTY500,NIFTYSMALLCAP250"
DGCONTENT,Digicontent Limited,Advertising & Media Agencies,Consumer Discretionary,
DHAMPURSUG,Dhampur Sugar Mills Limited,Sugar,Consumer Staples,
DHANBANK,Dhanlaxmi Bank Limited,Private Sector Bank,Financials,
DHANUKA,Dhanuka Agritech Limited,Pesticides & Agrochemicals,Materials,
DHARAN,DHARAN INFRA-EPC LIMITED,Residential Commercial Projects,Real Estate & Construction,
DHARMAJ,Dharmaj Crop Guard Limited,Pesticides & Agrochemicals,Materials,
DHRUV,Dhruv Consultancy Services Limited,Consulting Services,Diversified / Others,
DHUNINV,Dhunseri Investments Limited,Non Banking Financial Company (NBFC),Financials,
DIACABS,Diamond Power Infrastructure Limited,Other Electrical Equipment,Industrials,
DIAMINESQ,Diamines & Chemicals Limited,Specialty Chemicals,Materials,
DIAMONDYD,Prataap Snacks Limited,Packaged Foods,Consumer Staples,
DICIND,DIC India Limited,Printing Inks,Diversified / Others,
DIFFNKG,Diffusion Engineers Limited,Other Industrial Products,Industrials,
DIGIDRIVE,Digidrive Distributors Limited,E-Retail/ E-Commerce,Consumer Discretionary,
DIGISPICE,DiGiSPICE Technologies Limited,IT Enabled Services,Information Technology,
DIGITIDE,Digitide Solutions Limited,IT Enabled Services,Information Technology,
DIL,Debock Industries Limited,Other Agricultural Products,Diversified / Others,
DISHTV,Dish TV India Limited,TV Broadcasting & Software Production,Information Technology,
DIVGIITTS,Divgi Torqtransfer Systems Limited,Auto Components & Equipments,Consumer Discretionary,
DIVISLAB,Divi's Laboratories Limited,Pharmaceuticals,Healthcare & Pharma,"NIFTY100,NIFTY500"
DIXON,Dixon Technologies (India) Limited,Consumer Electronics,Consumer Discretionary,"NIFTY500,NIFTYMIDCAP150"
DJML,DJ Mediaprint & Logistics Limited,Logistics Solution Provider,Industrials,
DLF,DLF Limited,Residential Commercial Projects,Real Estate & Construction,"NIFTY100,NIFTY500"
DLINKINDIA,D-Link (India) Limited,Computers Hardware & Equipments,Information Technology,
DMART,Avenue Supermarts Limited,Diversified Retail,Diversified / Others,"NIFTY100,NIFTY500"
DMCC,DMCC SPECIALITY CHEMICALS LIMITED,Specialty Chemicals,Materials,
DNAMEDIA,Diligent Media Corporation Limited,Electronic Media,Consumer Discretionary,
DODLA,Dodla Dairy Limited,Dairy Products,Consumer Staples,
DOLATALGO,Dolat Algotech Limited,Stockbroking & Allied,Financials,
DOLLAR,Dollar Industries Limited,Garments & Apparels,Consumer Discretionary,
DOLPHIN,Dolphin Offshore Enterprises (India) Limited,Offshore Support Solution Drilling,Diversified / Others,
DOMS,DOMS Industries Limited,Stationary,Diversified / Others,"NIFTY500,NIFTYSMALLCAP250"
DONEAR,Donear Industries Limited,Other Textile Products,Consumer Discretionary,
DPABHUSHAN,D. P. Abhushan Limited,Gems Jewellery And Watches,Consumer Discretionary,
DPSCLTD,DPSC Limited,Integrated Power Utilities,Utilities,
DPWIRES,D P Wires Limited,Iron & Steel Products,Materials,
DRCSYSTEMS,DRC Systems India Limited,Computers - Software & Consulting,Information Technology,
DREAMFOLKS,Dreamfolks Services Limited,Airport & Airport services,Industrials,
DREDGECORP,Dredging Corporation of India Limited,Dredging,Diversified / Others,
DRREDDY,Dr. Reddy's Laboratories Limited,Pharmaceuticals,Healthcare & Pharma,"NIFTY100,NIFTY50,NIFTY500"
DSSL,Dynacons Systems & Solutions Limited,IT Enabled Services,Information Technology,
DTIL,Dhunseri Tea & Industries Limited,Tea & Coffee,Consumer Staples,
DUCON,Ducon Infratechnologies Limited,Industrial Products,Industrials,
DVL,Dhunseri Ventures Limited,Diversified,Diversified / Others,
DWARKESH,Dwarikesh Sugar Industries Limited,Sugar,Consumer Staples,
DYCL,Dynamic Cables Limited,Cables - Electricals,Industrials,
DYNAMATECH,Dynamatic Technologies Limited,Industrial Products,Industrials,
DYNPRO,Dynemic Products Limited,Specialty Chemicals,Materials,
E2E,E2E Networks Limited,IT Enabled Services,Information Technology,
EASEMYTRIP,Easy Trip Planners Limited,Tour Travel Related Services,Diversified / Others,
EASTSILK,Eastern Silk Industries Limited,Other Textile Products,Consumer Discretionary,
EBGNG,GNG Electronics Limited,Computers Hardware & Equipments,Information Technology,
